STATION,STATION_NAME,DATE,DLY-TAVG-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100424,52.6,63.2,41.9
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100425,52.8,63.4,42.1
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100426,52.9,63.7,42.2
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100427,53.1,63.9,42.4
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100428,53.4,64.1,42.6
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100429,53.6,64.4,42.7
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100430,53.8,64.6,42.9
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100501,54.0,64.9,43.1
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100502,54.2,65.1,43.3
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100503,54.5,65.4,43.5
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100504,54.7,65.6,43.7
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100505,54.9,65.9,43.9
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100506,55.2,66.2,44.2
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100507,55.4,66.4,44.4
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100508,55.6,66.7,44.6
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100509,55.9,66.9,44.8
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100510,56.1,67.2,45.1
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100511,56.4,67.4,45.3
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100512,56.6,67.7,45.5
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100513,56.8,67.9,45.7
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100514,57.1,68.1,46.0
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100515,57.3,68.4,46.2
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100516,57.5,68.6,46.4
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100517,57.7,68.8,46.6
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100518,57.9,69.0,46.9
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100519,58.1,69.2,47.1
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100520,58.3,69.4,47.3
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100521,58.5,69.6,47.5
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100522,58.7,69.8,47.7
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100523,58.9,70.0,47.8
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100524,59.1,70.2,48.0
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100525,59.3,70.4,48.2
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100526,59.5,70.5,48.4
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100527,59.6,70.7,48.5
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100528,59.8,70.9,48.7
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100529,59.9,71.0,48.8
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100530,60.1,71.2,49.0
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100531,60.2,71.3,49.1
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100601,60.4,71.5,49.2
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100602,60.5,71.7,49.3
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100603,60.6,71.8,49.4
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100604,60.8,72.0,49.6
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100605,60.9,72.1,49.7
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100606,61.0,72.3,49.8
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100607,61.1,72.4,49.9
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100608,61.3,72.6,49.9
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100609,61.4,72.8,50.0
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100610,61.5,72.9,50.1
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100611,61.7,73.1,50.2
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100612,61.8,73.3,50.3
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100613,61.9,73.5,50.4
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100614,62.1,73.7,50.4
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100615,62.2,73.9,50.5
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100616,62.3,74.1,50.6
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100617,62.5,74.3,50.7
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100618,62.6,74.5,50.8
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100619,62.8,74.7,50.9
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100620,63.0,75.0,51.0
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100621,63.1,75.2,51.1
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100622,63.3,75.5,51.2
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100623,63.5,75.7,51.3
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100624,63.7,76.0,51.4
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100625,63.8,76.2,51.5
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100626,64.0,76.5,51.6
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100627,64.2,76.8,51.7
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100628,64.4,77.1,51.8
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100629,64.6,77.3,51.9
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100630,64.8,77.6,52.1
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100701,65.0,77.9,52.2
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100702,65.3,78.2,52.3
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100703,65.5,78.5,52.5
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100704,65.7,78.8,52.6
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100705,65.9,79.1,52.7
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100706,66.1,79.3,52.9
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100707,66.3,79.6,53.0
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100708,66.5,79.9,53.2
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100709,66.7,80.2,53.3
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100710,66.9,80.4,53.4
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100711,67.1,80.7,53.6
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100712,67.3,80.9,53.7
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100713,67.5,81.2,53.8
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100714,67.7,81.4,54.0
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100715,67.9,81.6,54.1
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100716,68.0,81.8,54.2
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100717,68.2,82.0,54.3
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100718,68.3,82.2,54.4
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100719,68.5,82.4,54.5
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100720,68.6,82.5,54.6
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100721,68.7,82.7,54.7
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100722,68.8,82.8,54.8
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100723,68.9,82.9,54.9
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100724,69.0,83.1,54.9
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100725,69.1,83.1,55.0
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100726,69.1,83.2,55.0
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100727,69.2,83.3,55.0
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100728,69.2,83.3,55.1
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100729,69.2,83.4,55.1
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100730,69.3,83.4,55.1
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100731,69.3,83.4,55.1
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100801,69.2,83.4,55.1
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100802,69.2,83.4,55.1
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100803,69.2,83.4,55.0
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100804,69.2,83.4,55.0
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100805,69.1,83.3,54.9
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100806,69.1,83.3,54.9
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100807,69.0,83.2,54.8
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100808,68.9,83.1,54.7
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100809,68.9,83.0,54.7
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100810,68.8,83.0,54.6
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100811,68.7,82.9,54.5
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100812,68.6,82.8,54.4
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100813,68.5,82.6,54.3
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100814,68.4,82.5,54.2
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100815,68.2,82.4,54.1
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100816,68.1,82.3,54.0
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100817,68.0,82.2,53.8
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100818,67.9,82.0,53.7
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100819,67.7,81.9,53.6
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100820,67.6,81.8,53.5
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100821,67.5,81.6,53.3
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100822,67.3,81.5,53.2
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100823,67.2,81.3,53.1
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100824,67.1,81.2,52.9
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100825,66.9,81.0,52.8
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100826,66.8,80.9,52.7
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100827,66.6,80.7,52.5
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100828,66.5,80.5,52.4
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100829,66.3,80.4,52.2
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100830,66.1,80.2,52.1
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100831,66.0,80.0,52.0
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100901,65.8,79.8,51.8
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100902,65.7,79.6,51.7
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100903,65.5,79.4,51.5
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100904,65.3,79.2,51.4
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100905,65.1,79.0,51.2
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100906,65.0,78.8,51.1
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100907,64.8,78.6,50.9
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100908,64.6,78.4,50.8
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100909,64.4,78.1,50.6
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100910,64.2,77.9,50.5
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100911,64.0,77.6,50.3
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100912,63.8,77.4,50.2
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100913,63.6,77.1,50.0
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100914,63.3,76.8,49.9
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100915,63.1,76.5,49.7
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100916,62.9,76.2,49.5
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100917,62.6,75.9,49.3
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100918,62.4,75.6,49.2
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100919,62.1,75.2,49.0
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100920,61.8,74.9,48.8
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100921,61.6,74.5,48.6
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100922,61.3,74.2,48.4
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100923,61.0,73.8,48.2
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100924,60.7,73.4,48.1
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100925,60.4,73.0,47.9
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100926,60.1,72.6,47.7
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100927,59.8,72.2,47.5
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100928,59.5,71.8,47.2
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100929,59.2,71.4,47.0
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20100930,58.9,71.0,46.8
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20101001,58.6,70.5,46.6
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20101002,58.3,70.1,46.4
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20101003,57.9,69.7,46.2
GHCND:USW00024242,PORTLAND TROUTDALE AIRPORT OR US,20101004,57.6,69.2,46.0
